Timestamp,Qual nomenclatura é utilizada atualmente para o seu papel na empresa onde você trabalha?,Qual cargo você ocupa atualmente?,Qual é a sua senioridade?,Quantos anos de experiência você tem na área de testes?,Como é a sua relação com automação de testes na empresa onde você trabalha atualmente?,Qual regime de contratação você se encontra na empresa atual?,Modelo de Atuação,Você possui alguma certificação internacional em testes de software?,Em qual moeda seu empregador faz seus pagamentos?,Qual é o seu salário bruto?,Qual é seu gênero?,Em qual região do Brasil você vive atualmente?,Em qual região do Brasil está localizada a empresa onde você trabalha atualmente?,Com que frequência você precisa conversar em inglês no trabalho?,Com qual etnia você se identifica?,Qual é sua formação acadêmica?,(Opcional) Quais linguagens de programação são utilizadas para automação de testes na empresa onde você trabalha?,(Opcional) Quais ferramentas de automação de testes você utiliza na empresa onde você trabalha atualmente?,"(Opcional) A empresa onde você trabalha possui cargo formal de liderança em testes de software? ex. QA Lead, Líder de Testes, Gerente de QA, etc.",(Opcional) Você foi atingido por algum lay off nos últimos 12 meses?,(Opcional) Sua empresa transferiu as responsabilidades relacionadas a teste de software aos desenvolvedores?,(Opcional) Qual relação você possui com Inteligência Artificial e Testes na empresa onde você trabalha arualmente?,(Opcional) Como você conseguiu a oportunidade de participar do processo seletivo da empresa onde você atua hoje em dia?
1/9/2025 10:56:35,QA,Analista,Pleno,5,Uso automação de testes mais de 8 horas por semana,PJ (Você tem sua própria empresa),100% Remoto (Brasil),Não,Reais,12000,Masculino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,Java,"Selenium Web Driver, Rest Assured",Sim,"Sim, ainda estou desempregado",Não,Nenhum,Realocação da consultoria onde trabalhava
1/9/2025 10:57:01,QA,Engenheiro,Sênior,7,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Exterior),Sim,Euros,3600,Prefiro não dizer,Não moro no Brasil,Outro país,Todos os dias,Prefiro não responder,Ensino Superior Completo,Typescript,Playwright ,Sim,Não,Não,Nenhum,Eu mesmo apliquei no site da empresa
1/9/2025 10:58:54,QA,Analista,Pleno,3,Uso automação de testes em torno de 8 horas por semana,PJ (Você tem sua própria empresa),100% Remoto (Brasil),Sim,Reais,8500,Feminino,Sudeste,Centro-Oeste,Não preciso conversar em inglês no trabalho,Parda,Pós-Graduado,"Javascript, Typescript e Python","Cypress, Playwright e Postman",Não,Não,Não,Testo aplicativos baseados em Inteligência Artificial,Indicação Interna
1/9/2025 10:59:44,QA,Engenheiro,Pleno,5,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,9500,Masculino,Sudeste,Sul,Todos os dias,Branca,Ensino Superior Completo,"Python, Javascript",,Sim,Não,Não,Nenhum,Indicação Interna
1/9/2025 11:00:30,QA,Analista,Sênior,4,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Sim,Reais,6500,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,JavaScript ,"Cypress, TestComplete, Postman, K6",Sim,Não,Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/9/2025 11:03:52,SDET,Engenheiro,Pleno,3,Não uso automação de testes,PJ (Você tem sua própria empresa),100% Remoto (Brasil),Sim,Reais,6000,Masculino,Sul,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Médio Completo,,,Não,Não,Não,Nenhum,Linkedin
1/9/2025 11:03:59,SDET,Engenheiro,Sênior,8,Uso automação de testes em torno de 8 horas por semana,PJ (Você tem sua própria empresa),100% Remoto (Brasil),Não,Reais,10359,Masculino,Nordeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,Java,Plywright,Não,Não,"Não, mas planejam fazer isso este ano",Nenhum,Linkedin
1/9/2025 11:05:31,QA,Líder,Sênior,7,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,10200,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,Sim,Não,Não,Nenhum,Indicação Interna
1/9/2025 11:11:51,QA,Analista,Júnior,1,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,4000,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,Sim,"Sim, retornei com salário menor",Não,Nenhum,Indicação Interna
1/9/2025 11:15:47,Testador,Engenheiro,Júnior,2,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,6000,Masculino,Nordeste,Sudeste,Todos os dias,Parda,Ensino Superior Completo,Javascript,Cypress,Sim,Não,Não,,Linkedin
1/9/2025 11:17:39,QA,Analista,Pleno,6,Uso automação de testes em torno de 8 horas por semana,PJ (Você tem sua própria empresa),100% Remoto (Brasil),Não,Reais,9000,Feminino,Sudeste,Sul,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,Python,Selenium,Não,"Sim, retornei com salário menor",Não,Uso Inteligência Artificial para Testar,Linkedin
1/9/2025 11:18:24,QA,Analista,Júnior,3,Uso automação de testes mais de 8 horas por semana,PJ (Você tem sua própria empresa),100% Remoto (Brasil),Não,Reais,3670,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,,,,,
1/9/2025 11:19:09,QA,Analista,Pleno,3,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,6017,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Negra,Pós-Graduado,,,Sim,Não,Não,Nenhum,Linkedin
1/9/2025 11:19:27,QA,Especialista,Principal,13,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,8600,Feminino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,,"Robot Framework, Azure Devops, Visual Studio",Não,"Sim, retornei com salário menor",Não,Nenhum,Linkedin
1/9/2025 11:22:10,QA,Engenheiro,Sênior,8,Uso automação de testes mais de 8 horas por semana,PJ (Você tem sua própria empresa),100% Remoto (Exterior),Sim,Dólares Americanos,50000,Masculino,Sudeste,Outro país,Todos os dias,Branca,Ensino Superior Completo,"Javascript, Typescript ","Cypress, Playwright, testrail, Postman, VSCode",Sim,Não,Não,Uso Inteligência Artificial e testo aplicativos baseados em Inteligência Artificial,Fui abordado por Recrutador
1/9/2025 11:23:52,QA,Analista,Pleno,5,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,7000,Feminino,Nordeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Pós-Graduado,"Java, javascript ",Selenium,Sim,"Sim, retornei com salário maior",Não,Nenhum,Linkedin
1/9/2025 11:24:33,QA,Analista,Pleno,4,Não uso automação de testes,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Reais,4500,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,,,Não,Não,Não,Nenhum,Indicação Interna
1/9/2025 11:25:48,SDET,Engenheiro,Sênior,5,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,1616,Masculino,Norte,Sudeste,Todos os dias,Branca,Pós-Graduado,"Python, JavaScript e Java",Robot Framework e K6,Não,Não,"Não, mas planejam fazer isso este ano",Uso Inteligência Artificial para Testar,Linkedin
1/9/2025 11:25:48,QA,Engenheiro,Pleno,2,Uso automação de testes em torno de 8 horas por semana,PJ (Você tem sua própria empresa),100% Remoto (Exterior),Não,Dólares Americanos,2500,Feminino,Sul,Outro país,Todos os dias,Branca,Ensino Superior Completo,"Typescript, Javascript",Playwright,Não,Não,Não,Nenhum,Indicação Interna
1/9/2025 11:25:49,QA,Analista,Pleno,2,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,7900,Masculino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,"Java, javascript",Cypress,Sim,Não,Não,Nenhum,
1/9/2025 11:26:06,SDET,Engenheiro,Sênior,5,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,7000,Masculino,Centro-Oeste,Sudeste,Não preciso conversar em inglês no trabalho,Negra,Ensino Superior Completo,Javascript ,"WebdriverIO, pactum.js",Sim,Não,Sim,Uso Inteligência Artificial para Testar,Indicação Interna
1/9/2025 11:26:14,QA,Executor,Pleno,3,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,5500,Feminino,Nordeste,Nordeste,Todos os dias,Parda,Mestrado,Javascript,,Sim,Não,Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/9/2025 11:26:39,QA,Especialista,Sênior,11,Uso automação de testes mais de 8 horas por semana,Flex (Você é CLT mas também tem sua própria empresa),100% Remoto (Brasil),Sim,Reais,14000,Feminino,Sul,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,"Java, python , javascript",,Sim,"Sim, retornei com salário menor",Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/9/2025 11:28:00,QA,Analista,Júnior,3,Não uso automação de testes,CLT (Carteira Assinada),100% Presencial,Sim,Reais,3101,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,"C#, javascript,  java","Cypress, appium ",Sim,Não,Não,Uso Inteligência Artificial e testo aplicativos baseados em Inteligência Artificial,Linkedin
1/9/2025 11:28:04,QA,Analista,Júnior,1,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Presencial,Não,Reais,4000,Feminino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,"Typescript, Javascript e python",Playwright ,Não,Não,Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/9/2025 11:28:24,SDET,Engenheiro,Sênior,5,Uso automação de testes mais de 8 horas por semana,PJ (Você tem sua própria empresa),100% Remoto (Exterior),Não,Dólares Americanos,55000,Masculino,Sudeste,Outro país,Todos os dias,Branca,Ensino Superior Completo,Python em um e JavaScript na outra,Selenium + Pytest / Nightwatch,Não,Não,Não,Nenhum,Fui abordado por Recrutador
1/9/2025 11:29:02,QA,Analista,Pleno,4,Não uso automação de testes,CLT (Carteira Assinada),100% Presencial,Não,Reais,3853,Masculino,Sudeste,Sudeste,Todos os dias,Branca,Ensino Superior Completo,,,Sim,Não,,,Linkedin
1/9/2025 11:29:25,QA,Especialista,Sênior,10,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,14700,Masculino,Norte,Sudeste,Todos os dias,Negra,Ensino Superior Completo,Javascript,Cypress,Sim,Não,Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/9/2025 11:29:56,QA,Analista,Pleno,5,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,8500,Feminino,Norte,Sul,Não preciso conversar em inglês no trabalho,Parda,Pós-Graduado,JavaScript,Cypress,Não,Não,"Não, mas planejam fazer isso este ano",Uso Inteligência Artificial para Testar,Linkedin
1/9/2025 11:30:07,QA,Engenheiro,Sênior,11,Uso automação de testes mais de 8 horas por semana,PJ (Você tem sua própria empresa),100% Remoto (Exterior),Não,Dólares Americanos,30000,Masculino,Sul,Outro país,Todos os dias,Branca,Pós-Graduado,Javascript,Cypress,Sim,Não,Não,Nenhum,Fui abordado por Recrutador
1/9/2025 11:31:09,QA,Engenheiro,Principal,6,Uso automação de testes mais de 8 horas por semana,PJ (Você tem sua própria empresa),100% Remoto (Exterior),Sim,Dólares Americanos,16000,Masculino,Sudeste,Outro país,Todos os dias,Branca,Pós-Graduado,"Typescript, python",Playwright,Não,Não,Não,Uso Inteligência Artificial para Testar,Fui abordado por Recrutador
1/9/2025 11:31:38,QA,Analista,Sênior,9,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,9000,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,,,,,,,
1/9/2025 11:32:57,SDET,Especialista,Sênior,6,Uso automação de testes mais de 8 horas por semana,PJ (Você tem sua própria empresa),100% Remoto (Exterior),Sim,Dólares Americanos,100000,Masculino,Sul,Outro país,Todos os dias,Branca,Ensino Superior Completo,"golang, typescript, python","playwright, k6, locust, mocha+chai",Sim,Não,Não,Uso Inteligência Artificial e testo aplicativos baseados em Inteligência Artificial,Fui abordado por Recrutador
1/9/2025 11:35:45,SDET,Engenheiro,Pleno,13,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Não,Euros,3886,Masculino,Não moro no Brasil,Outro país,Todos os dias,Parda,Pós-Graduado,"javascript, ruby e python","Cypress, Cucumber, Capybara, Mocha, Postman, NodeJS",Não,Não,Sim,Nenhum,Linkedin
1/9/2025 11:36:43,QA,Analista,Pleno,3,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,10000,Feminino,Sul,Outro país,Todos os dias,Branca,Mestrado em outra área ,,,Sim,Não,Não,Nenhum,Indicação Interna
1/9/2025 11:37:45,QA,Engenheiro,Pleno,6,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,11000,Masculino,Centro-Oeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,Java e javaScript,,Não,Não,"Não, mas planejam fazer isso este ano",Uso Inteligência Artificial para Testar,Indicação Interna
1/9/2025 11:39:02,QA,Analista,Pleno,4,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Sim,Reais,3800,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,"JS, C#",Cypress ,Sim,Não,Não,Nenhum,Fui abordado por Recrutador
1/9/2025 11:39:57,QA,Analista,Pleno,6,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,7000,Masculino,Sudeste,Sul,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,Ruby,Capybara,Não,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
1/9/2025 11:40:07,SDET,Engenheiro,Sênior,5,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Exterior),Não,Reais,20000,Feminino,Sul,Outro país,Todos os dias,Branca,Ensino Superior Completo,Typescript,"Appium, Webdriver IO, Playwright",Sim,Não,Sim,Uso Inteligência Artificial para Testar,Linkedin
1/9/2025 11:40:19,QA,Analista,Sênior,7,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,8900,Masculino,Norte,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,,,,,,,
1/9/2025 11:41:02,SDET,Gerente,Principal,15,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Sim,Euros,2900,Masculino,Não moro no Brasil,Outro país,Todos os dias,Branca,Pós-Graduado,"Java, JS, TS, Node","Selenium, Cypress, Appium, BS, Playwright",Sim,Não,Não,Uso Inteligência Artificial para Testar,Fui abordado por Recrutador
1/9/2025 11:41:18,QA,Analista,Sênior,6,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,9100,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Pós-Graduado,,robot,Não,Não,Não,Nenhum,Linkedin
1/9/2025 11:41:49,SDET,Especialista,Principal,10,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,17700,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,"Java,kotlin, javascript,Python ","Rest assured, robot framework",Sim,Não,Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/9/2025 11:43:48,QA,Analista,Estagiário,1,Não uso automação de testes,Contrato,100% Remoto (Brasil),Não,Reais,1500,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Negra,Ensino Médio Completo,Cypress com JS,Cypress,Sim,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
1/9/2025 11:43:51,SDET,Engenheiro,Pleno,12,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,15895,Masculino,Sudeste,Sudeste,Algumas vezes por mês,Branca,Ensino Superior Completo,,,Não,Não,Não,Uso Inteligência Artificial para Testar,Indicação Interna
1/9/2025 11:44:47,Testador,Analista,Pleno,5,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,3960,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,,,Sim,Não,Sim,Uso Inteligência Artificial para Testar,Linkedin
1/9/2025 11:45:55,QA,Executor,Júnior,3,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,2500,Masculino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,Java,,Sim,Não,Não,Nenhum,Indicação Interna
1/9/2025 11:46:37,QA,Analista,Pleno,5,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,7.55,Masculino,Norte,Sul,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,,,,Não,Sim,Uso Inteligência Artificial para Testar,Linkedin
1/9/2025 11:50:14,QA,Especialista,Sênior,8,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,11700,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Branca,Pós-Graduado,javascript,"jest, k6",Sim,Não,Não,Nenhum,Linkedin
1/9/2025 11:50:16,QA,Analista,Pleno,6,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,9100,Masculino,Sudeste,Sudeste,Todos os dias,Branca,Ensino Superior Completo,,,Sim,Não,Não,Nenhum,Linkedin
1/9/2025 11:53:27,QA,Analista,Júnior,2,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,3800,Feminino,Sudeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Superior Completo,,,Sim,"Sim, ainda estou desempregado",Não,Nenhum,Linkedin
1/9/2025 11:54:23,QA,Analista,Júnior,3,Não uso automação de testes,CLT (Carteira Assinada),Híbrido (Você trabalha no escritório ao menos 1 vez por semana),Sim,Reais,4200,Masculino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,"java , python , go lang , node ,","robot, jenkins",Sim,Não,Sim,Uso Inteligência Artificial para Testar,Linkedin
1/9/2025 11:54:35,SDET,Gerente,Principal,11,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,18400,Masculino,Sul,Sul,Algumas vezes por mês,Branca,Pós-Graduado,Java Script e Java,Cypress,Sim,Não,"Não, mas planejam fazer isso este ano",Uso Inteligência Artificial para Testar,Fui abordado por Recrutador
1/9/2025 11:55:25,QA,Engenheiro,Sênior,10,Uso automação de testes mais de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,17671,Masculino,Nordeste,Sudeste,Todos os dias,Branca,Ensino Superior Completo,"JavaScript, TypeScript","Cypress, Postman",Sim,Não,Não,Uso Inteligência Artificial para Testar,Fui abordado por Recrutador
1/9/2025 11:55:32,QA,Analista,Júnior,2,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Presencial,Sim,Reais,3000,Masculino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Ensino Superior Completo,PHP e selenium,,Não,Não,Não,Uso Inteligência Artificial para Testar,
1/9/2025 11:56:25,QA,Analista,Júnior,3,Não uso automação de testes,CLT (Carteira Assinada),100% Remoto (Brasil),Sim,Reais,3750,Masculino,Sul,Sul,Não preciso conversar em inglês no trabalho,Branca,Ensino Médio Completo,No antigo cliente mas mesma empresa: Ruby,"No antigo cliente mas mesma empresa: Selenium, Appium, Capybara, Rspec",Sim,Não,Sim,Uso Inteligência Artificial para Testar,Através de um programa de bolsas pela faculdade.
1/9/2025 11:56:56,QA,Analista,Pleno,3,Uso automação de testes em torno de 8 horas por semana,CLT (Carteira Assinada),100% Remoto (Brasil),Não,Reais,6700,Masculino,Nordeste,Sudeste,Não preciso conversar em inglês no trabalho,Parda,Ensino Médio Completo,Javascript,,Sim,Não,Não,Uso Inteligência Artificial para Testar,Linkedin
